customer_id,application_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,applicant_age,gender,number_of_dependents,residential_address,loan_status,fraud_type
CUST01431,APP001431,2022-03-01,Home Loan,439543,60,13.67,Travel,Salaried,53283,704,6409,0.4203,Rented,39,Other,2,City_30,Approved,None
CUST01432,APP001432,2022-03-01,Business Loan,282955,24,10.14,Medical,Unemployed,68691,745,6516,0.3949,Mortgaged,25,Female,0,City_40,Approved,None
CUST01433,APP001433,2022-03-01,Personal Loan,170846,36,10.12,Medical,Retired,10000,748,0,0.3,Mortgaged,42,Female,1,City_30,Declined,None
CUST01434,APP001434,2022-03-01,Personal Loan,69620,180,8.45,Travel,Salaried,58579,633,4920,0.384,Owned,27,Male,0,City_28,Fraudulent - Detected,Identity Theft
CUST01435,APP001435,2022-03-01,Personal Loan,50000,24,13.93,Home Purchase,Self-Employed,18012,666,9633,0.8348,Owned,51,Other,0,City_38,Declined,None
CUST01436,APP001436,2022-03-01,Car Loan,496876,48,12.83,Debt Consolidation,Salaried,29792,702,4487,0.4506,Rented,41,Male,3,City_18,Fraudulent - Undetected,Identity Theft
CUST01437,APP001437,2022-03-01,Car Loan,231331,36,9.08,Home Purchase,Unemployed,55320,660,3109,0.3562,Mortgaged,21,Other,1,City_31,Approved,None
CUST01438,APP001438,2022-03-01,Business Loan,350786,120,12.59,Other,Self-Employed,91906,808,8874,0.3966,Mortgaged,21,Female,4,City_33,Approved,None
CUST01439,APP001439,2022-03-01,Home Loan,567484,180,8.23,Home Purchase,Student,69280,719,5054,0.373,Mortgaged,42,Male,3,City_46,Approved,None
CUST01440,APP001440,2022-03-01,Business Loan,215579,48,11.17,Education,Student,60455,738,2481,0.341,Owned,31,Male,0,City_5,Approved,None
CUST01441,APP001441,2022-03-02,Education Loan,205878,84,9.28,Travel,Student,59511,733,1554,0.3261,Rented,43,Female,0,City_18,Fraudulent - Detected,None
CUST01442,APP001442,2022-03-02,Personal Loan,280175,36,13.45,Home Purchase,Self-Employed,42159,773,4784,0.4135,Owned,31,Other,4,City_42,Approved,None
CUST01443,APP001443,2022-03-02,Business Loan,304414,120,11.08,Home Purchase,Self-Employed,46400,694,2353,0.3507,Rented,50,Female,0,City_34,Declined,None
CUST01444,APP001444,2022-03-02,Personal Loan,583132,180,13.95,Home Purchase,Unemployed,70684,576,8605,0.4217,Owned,48,Female,2,City_7,Declined,None
CUST01445,APP001445,2022-03-02,Business Loan,534873,120,11.6,Home Purchase,Salaried,25365,711,1956,0.3771,Rented,42,Male,4,City_22,Declined,None
CUST01446,APP001446,2022-03-02,Education Loan,393131,48,11.03,Business,Salaried,74826,627,6113,0.3817,Mortgaged,29,Female,0,City_6,Declined,None
CUST01447,APP001447,2022-03-02,Personal Loan,517412,360,12.36,Education,Salaried,50287,637,6679,0.4328,Owned,32,Other,3,City_43,Declined,None
CUST01448,APP001448,2022-03-02,Car Loan,273267,240,12.99,Education,Self-Employed,80638,726,7531,0.3934,Mortgaged,35,Female,3,City_36,Approved,None
CUST01449,APP001449,2022-03-02,Personal Loan,344874,360,7.61,Business,Self-Employed,84027,779,11278,0.4342,Mortgaged,27,Female,2,City_46,Approved,None
CUST01450,APP001450,2022-03-02,Car Loan,254772,180,11.16,Business,Retired,18172,681,0,0.3,Owned,44,Other,4,City_12,Declined,None
CUST01451,APP001451,2022-03-02,Home Loan,106444,84,12.93,Travel,Salaried,45460,704,7431,0.4635,Owned,34,Female,4,City_31,Approved,None
CUST01452,APP001452,2022-03-02,Car Loan,480581,24,10.35,Home Purchase,Student,38611,816,7491,0.494,Rented,36,Female,0,City_36,Approved,None
CUST01453,APP001453,2022-03-02,Business Loan,379754,360,7.82,Medical,Salaried,14681,699,654,0.3445,Mortgaged,32,Female,0,City_29,Declined,None
CUST01454,APP001454,2022-03-02,Personal Loan,302711,120,7.62,Home Purchase,Retired,34186,888,6042,0.4767,Owned,37,Other,1,City_17,Approved,None
CUST01455,APP001455,2022-03-02,Personal Loan,299629,240,13.06,Other,Self-Employed,121031,725,3321,0.3274,Owned,39,Other,2,City_49,Approved,None
CUST01456,APP001456,2022-03-02,Business Loan,74067,240,8.89,Travel,Student,75237,539,10607,0.441,Owned,32,Female,4,City_17,Declined,None
CUST01457,APP001457,2022-03-02,Personal Loan,153378,240,8.72,Business,Retired,107932,740,2725,0.3252,Mortgaged,35,Female,0,City_8,Approved,None
CUST01458,APP001458,2022-03-02,Education Loan,350422,240,9.53,Medical,Retired,80727,710,4139,0.3513,Owned,33,Other,4,City_37,Approved,None
CUST01459,APP001459,2022-03-02,Personal Loan,220633,84,8.22,Travel,Salaried,41453,783,3478,0.3839,Owned,33,Other,2,City_10,Approved,None
CUST01460,APP001460,2022-03-02,Personal Loan,267343,12,7.87,Business,Retired,50455,733,1647,0.3326,Rented,38,Female,3,City_47,Approved,None
CUST01461,APP001461,2022-03-02,Home Loan,284301,84,13.61,Travel,Retired,74710,668,0,0.3,Rented,21,Other,2,City_38,Approved,None
CUST01462,APP001462,2022-03-02,Personal Loan,197629,60,9.62,Home Purchase,Retired,70937,582,1668,0.3235,Mortgaged,52,Female,4,City_38,Declined,None
CUST01463,APP001463,2022-03-02,Personal Loan,154812,120,11.58,Other,Salaried,45566,663,5575,0.4223,Mortgaged,45,Male,0,City_14,Approved,None
CUST01464,APP001464,2022-03-02,Education Loan,58146,180,13.5,Debt Consolidation,Salaried,22250,611,6129,0.5755,Owned,39,Other,4,City_35,Declined,None
CUST01465,APP001465,2022-03-03,Car Loan,278022,12,14.34,Debt Consolidation,Student,142194,633,8249,0.358,Owned,46,Male,1,City_20,Declined,None
CUST01466,APP001466,2022-03-03,Car Loan,392791,360,12.32,Business,Unemployed,56471,727,9199,0.4629,Mortgaged,24,Female,2,City_8,Approved,None
CUST01467,APP001467,2022-03-03,Personal Loan,53454,48,14.15,Other,Salaried,51856,813,6602,0.4273,Mortgaged,21,Other,1,City_2,Approved,None
CUST01468,APP001468,2022-03-03,Car Loan,296392,48,10.46,Home Purchase,Salaried,62833,711,8186,0.4303,Rented,21,Other,4,City_46,Approved,None
CUST01469,APP001469,2022-03-03,Home Loan,342171,12,13.03,Education,Unemployed,53931,584,7096,0.4316,Owned,42,Male,4,City_15,Declined,None
CUST01470,APP001470,2022-03-03,Home Loan,151562,48,14.06,Business,Student,63068,715,594,0.3094,Owned,39,Other,1,City_6,Approved,None
CUST01471,APP001471,2022-03-03,Car Loan,513321,120,7.87,Medical,Retired,92173,775,6525,0.3708,Rented,41,Male,0,City_16,Fraudulent - Detected,Identity Theft
CUST01472,APP001472,2022-03-03,Home Loan,242142,84,9.72,Other,Self-Employed,56886,631,5047,0.3887,Owned,47,Other,0,City_15,Declined,None
CUST01473,APP001473,2022-03-03,Personal Loan,284811,48,12.68,Business,Retired,30932,669,2740,0.3886,Rented,21,Female,2,City_12,Declined,None
CUST01474,APP001474,2022-03-03,Car Loan,275809,24,9.71,Education,Unemployed,55958,681,5048,0.3902,Rented,25,Male,1,City_29,Approved,None
CUST01475,APP001475,2022-03-03,Education Loan,50000,120,7.62,Medical,Unemployed,48389,617,6429,0.4329,Mortgaged,31,Other,2,City_17,Declined,None
CUST01476,APP001476,2022-03-03,Personal Loan,451312,180,13.15,Business,Student,95597,731,4192,0.3439,Mortgaged,44,Male,2,City_23,Approved,None
CUST01477,APP001477,2022-03-03,Personal Loan,156672,240,8.65,Home Purchase,Salaried,89277,670,8967,0.4004,Mortgaged,39,Male,3,City_10,Approved,None
CUST01478,APP001478,2022-03-03,Personal Loan,264521,240,9.75,Other,Unemployed,62688,713,6364,0.4015,Mortgaged,64,Female,2,City_38,Approved,None
CUST01479,APP001479,2022-03-03,Car Loan,389649,48,13.87,Debt Consolidation,Self-Employed,28031,609,8496,0.6031,Rented,27,Male,2,City_44,Declined,None
CUST01480,APP001480,2022-03-03,Education Loan,519135,36,8.96,Debt Consolidation,Salaried,29352,645,10025,0.6415,Mortgaged,43,Other,3,City_22,Declined,None
CUST01481,APP001481,2022-03-03,Education Loan,138010,60,13.76,Travel,Student,60378,737,3416,0.3566,Owned,47,Male,2,City_15,Approved,None
CUST01482,APP001482,2022-03-03,Education Loan,233027,84,10.46,Debt Consolidation,Student,68408,650,3221,0.3471,Mortgaged,52,Female,2,City_31,Approved,None
CUST01483,APP001483,2022-03-03,Car Loan,507362,180,13.93,Medical,Unemployed,50634,818,9627,0.4901,Owned,35,Male,2,City_3,Approved,None
CUST01484,APP001484,2022-03-03,Home Loan,369557,36,13.64,Debt Consolidation,Self-Employed,47995,648,1921,0.34,Owned,24,Other,1,City_2,Declined,None
CUST01485,APP001485,2022-03-03,Personal Loan,400675,84,10.41,Business,Unemployed,45180,697,4606,0.4019,Rented,44,Male,3,City_9,Declined,None
CUST01486,APP001486,2022-03-03,Personal Loan,142330,60,13.95,Debt Consolidation,Salaried,59415,754,3050,0.3513,Rented,40,Female,0,City_45,Approved,None
CUST01487,APP001487,2022-03-03,Home Loan,243118,120,11.93,Debt Consolidation,Salaried,10000,566,1037,0.4037,Mortgaged,43,Female,2,City_25,Declined,None
CUST01488,APP001488,2022-03-03,Car Loan,274824,240,10.83,Education,Self-Employed,32466,539,6991,0.5153,Mortgaged,51,Male,1,City_32,Declined,None
CUST01489,APP001489,2022-03-04,Education Loan,171315,120,11.21,Education,Student,44323,557,3929,0.3886,Owned,35,Other,1,City_25,Declined,None
CUST01490,APP001490,2022-03-04,Car Loan,50000,84,7.94,Other,Student,90187,781,1290,0.3143,Mortgaged,27,Male,1,City_3,Fraudulent - Undetected,Identity Theft
CUST01491,APP001491,2022-03-04,Home Loan,223425,240,13.15,Education,Unemployed,39654,635,8700,0.5194,Owned,43,Other,3,City_4,Declined,None
CUST01492,APP001492,2022-03-04,Business Loan,503143,360,9.55,Medical,Salaried,64511,884,0,0.3,Rented,41,Other,3,City_19,Approved,None
CUST01493,APP001493,2022-03-04,Business Loan,308876,48,9.39,Other,Student,65663,634,4408,0.3671,Owned,34,Male,4,City_11,Declined,None
CUST01494,APP001494,2022-03-04,Home Loan,506143,12,12.51,Other,Unemployed,92447,694,8561,0.3926,Mortgaged,27,Male,2,City_3,Approved,None
CUST01495,APP001495,2022-03-04,Home Loan,326853,180,10.1,Medical,Salaried,91564,803,8660,0.3946,Owned,41,Female,0,City_25,Approved,None
CUST01496,APP001496,2022-03-04,Education Loan,185293,84,11.1,Business,Unemployed,58562,840,6710,0.4146,Rented,46,Male,0,City_48,Approved,None
CUST01497,APP001497,2022-03-04,Personal Loan,491642,84,10.45,Home Purchase,Unemployed,48112,844,1479,0.3307,Owned,22,Female,4,City_35,Approved,None
CUST01498,APP001498,2022-03-04,Education Loan,331848,60,11.03,Medical,Self-Employed,43404,776,5642,0.43,Mortgaged,38,Other,0,City_23,Approved,None
CUST01499,APP001499,2022-03-04,Personal Loan,444275,360,9.06,Home Purchase,Salaried,53973,761,6422,0.419,Rented,43,Female,2,City_4,Approved,None
CUST01500,APP001500,2022-03-04,Education Loan,139750,36,13.69,Travel,Retired,49149,727,3232,0.3658,Rented,56,Female,0,City_32,Approved,None
CUST01501,APP001501,2022-03-04,Car Loan,455813,84,11.77,Travel,Retired,73840,742,6506,0.3881,Mortgaged,38,Female,2,City_5,Approved,None
CUST01502,APP001502,2022-03-04,Personal Loan,460333,12,9.14,Business,Salaried,70507,635,0,0.3,Mortgaged,53,Male,3,City_13,Fraudulent - Undetected,Identity Theft
CUST01503,APP001503,2022-03-04,Education Loan,343465,120,8.14,Business,Unemployed,74795,614,0,0.3,Mortgaged,46,Male,3,City_31,Declined,None
CUST01504,APP001504,2022-03-04,Home Loan,178961,84,11.25,Other,Student,91482,679,2431,0.3266,Mortgaged,46,Other,2,City_46,Approved,None
CUST01505,APP001505,2022-03-04,Education Loan,293098,60,10.78,Education,Retired,106571,666,7772,0.3729,Owned,29,Other,2,City_3,Approved,None
CUST01506,APP001506,2022-03-04,Car Loan,391693,36,14.03,Debt Consolidation,Salaried,63116,643,8440,0.4337,Rented,62,Female,3,City_24,Declined,None
CUST01507,APP001507,2022-03-04,Home Loan,335185,180,9.11,Business,Retired,87486,735,0,0.3,Owned,38,Female,2,City_25,Approved,None
CUST01508,APP001508,2022-03-04,Personal Loan,390162,48,13.67,Education,Salaried,51208,756,10871,0.5123,Owned,40,Male,4,City_9,Approved,None
CUST01509,APP001509,2022-03-04,Home Loan,451836,240,12.87,Home Purchase,Retired,89625,687,5359,0.3598,Mortgaged,38,Other,3,City_16,Approved,None
CUST01510,APP001510,2022-03-04,Education Loan,202733,240,10.84,Medical,Retired,86537,798,0,0.3,Mortgaged,50,Other,0,City_39,Approved,None
CUST01511,APP001511,2022-03-04,Car Loan,126738,60,13.62,Other,Salaried,85210,588,6214,0.3729,Owned,57,Other,3,City_11,Declined,None
CUST01512,APP001512,2022-03-04,Education Loan,294369,120,13.53,Medical,Retired,62351,664,10088,0.4618,Owned,44,Male,0,City_13,Approved,None
CUST01513,APP001513,2022-03-05,Education Loan,250538,84,12.5,Home Purchase,Retired,43291,622,3060,0.3707,Mortgaged,34,Female,0,City_29,Declined,None
CUST01514,APP001514,2022-03-05,Business Loan,417876,84,8.21,Other,Self-Employed,25136,530,8908,0.6544,Rented,54,Male,4,City_3,Declined,None
CUST01515,APP001515,2022-03-05,Car Loan,138825,48,8.62,Travel,Self-Employed,58999,673,10769,0.4825,Owned,25,Other,3,City_36,Approved,None
CUST01516,APP001516,2022-03-05,Home Loan,453057,360,11.64,Education,Salaried,98325,670,5162,0.3525,Rented,31,Female,3,City_31,Approved,None
CUST01517,APP001517,2022-03-05,Business Loan,503041,180,9.22,Home Purchase,Retired,52253,801,2019,0.3386,Rented,24,Female,4,City_7,Approved,None
CUST01518,APP001518,2022-03-05,Home Loan,300045,360,11.36,Travel,Unemployed,79628,730,9681,0.4216,Rented,34,Other,3,City_5,Approved,None
CUST01519,APP001519,2022-03-05,Home Loan,309110,36,11.43,Education,Unemployed,81098,598,9667,0.4192,Owned,48,Female,0,City_23,Declined,None
CUST01520,APP001520,2022-03-05,Personal Loan,184868,60,11.61,Home Purchase,Salaried,52907,828,0,0.3,Rented,35,Other,2,City_14,Approved,None
CUST01521,APP001521,2022-03-05,Personal Loan,218600,12,11.49,Medical,Unemployed,92908,777,4593,0.3494,Mortgaged,38,Other,4,City_9,Fraudulent - Detected,Identity Theft
CUST01522,APP001522,2022-03-05,Car Loan,238749,12,10.15,Debt Consolidation,Salaried,10000,726,7883,1.0883,Owned,41,Male,4,City_27,Declined,None
CUST01523,APP001523,2022-03-05,Car Loan,516441,240,8.97,Debt Consolidation,Unemployed,29431,661,8104,0.5754,Rented,35,Female,2,City_6,Declined,None
CUST01524,APP001524,2022-03-05,Education Loan,289219,48,11.13,Medical,Salaried,37109,603,3843,0.4036,Owned,26,Other,0,City_38,Declined,None
CUST01525,APP001525,2022-03-05,Car Loan,101674,240,10.97,Business,Salaried,39507,650,1165,0.3295,Mortgaged,21,Other,2,City_1,Approved,None
CUST01526,APP001526,2022-03-05,Car Loan,338303,120,9.43,Business,Student,68406,767,11282,0.4649,Owned,51,Female,3,City_48,Approved,None
CUST01527,APP001527,2022-03-05,Personal Loan,423943,360,7.86,Debt Consolidation,Unemployed,67250,830,5357,0.3797,Mortgaged,31,Other,2,City_32,Approved,None
CUST01528,APP001528,2022-03-05,Business Loan,296188,180,8.94,Home Purchase,Self-Employed,69849,803,4285,0.3613,Owned,31,Male,4,City_34,Fraudulent - Detected,Income Falsification
CUST01529,APP001529,2022-03-05,Personal Loan,520382,240,11.36,Other,Student,74902,640,2647,0.3353,Owned,23,Male,1,City_14,Declined,None
CUST01530,APP001530,2022-03-05,Car Loan,416626,12,11.25,Medical,Self-Employed,36247,590,4193,0.4157,Owned,36,Male,3,City_19,Fraudulent - Detected,Identity Theft
CUST01531,APP001531,2022-03-05,Education Loan,142630,120,8.44,Medical,Salaried,29545,691,0,0.3,Mortgaged,43,Other,2,City_41,Approved,None
CUST01532,APP001532,2022-03-05,Education Loan,217285,180,11.74,Debt Consolidation,Self-Employed,69907,538,8995,0.4287,Owned,34,Male,2,City_12,Declined,None
CUST01533,APP001533,2022-03-05,Education Loan,333933,24,10.46,Debt Consolidation,Self-Employed,44244,705,3916,0.3885,Rented,41,Male,0,City_20,Declined,None
CUST01534,APP001534,2022-03-05,Personal Loan,50071,360,12.08,Other,Student,20738,668,0,0.3,Owned,21,Female,3,City_33,Declined,None
CUST01535,APP001535,2022-03-05,Education Loan,350453,240,13.72,Medical,Unemployed,84283,642,1060,0.3126,Owned,39,Other,0,City_37,Declined,None
CUST01536,APP001536,2022-03-05,Car Loan,50000,12,9.66,Home Purchase,Unemployed,94877,552,8830,0.3931,Owned,33,Male,4,City_29,Declined,None
CUST01537,APP001537,2022-03-06,Personal Loan,453515,36,9.93,Travel,Student,98929,721,4430,0.3448,Mortgaged,23,Male,4,City_25,Approved,None
CUST01538,APP001538,2022-03-06,Car Loan,436091,240,12.24,Other,Self-Employed,64675,637,1844,0.3285,Rented,21,Other,0,City_21,Declined,None
CUST01539,APP001539,2022-03-06,Business Loan,375717,12,14.14,Other,Self-Employed,75648,586,5529,0.3731,Rented,29,Other,3,City_16,Declined,None
CUST01540,APP001540,2022-03-06,Car Loan,198618,48,10.9,Home Purchase,Self-Employed,94246,450,3805,0.3404,Owned,25,Other,0,City_30,Declined,None
CUST01541,APP001541,2022-03-06,Business Loan,325530,360,8.69,Home Purchase,Self-Employed,43964,677,5441,0.4238,Rented,41,Male,0,City_29,Declined,None
CUST01542,APP001542,2022-03-06,Business Loan,222993,84,14.05,Travel,Self-Employed,87766,821,6278,0.3715,Rented,42,Female,3,City_29,Approved,None
CUST01543,APP001543,2022-03-06,Home Loan,145377,84,10.79,Home Purchase,Unemployed,66884,812,1734,0.3259,Owned,39,Female,4,City_21,Approved,None
CUST01544,APP001544,2022-03-06,Home Loan,249188,48,10.72,Home Purchase,Salaried,82842,643,2695,0.3325,Rented,41,Other,1,City_45,Declined,None
CUST01545,APP001545,2022-03-06,Car Loan,404739,360,11.28,Medical,Unemployed,64652,631,2062,0.3319,Mortgaged,22,Male,0,City_7,Declined,None
CUST01546,APP001546,2022-03-06,Business Loan,306572,360,9.27,Travel,Unemployed,92406,717,2180,0.3236,Rented,43,Male,0,City_9,Approved,None
CUST01547,APP001547,2022-03-06,Personal Loan,517606,360,12.99,Travel,Unemployed,65588,600,2488,0.3379,Owned,44,Female,2,City_35,Declined,None
CUST01548,APP001548,2022-03-06,Personal Loan,414867,360,11.99,Business,Salaried,22900,704,3838,0.4676,Owned,40,Other,3,City_2,Declined,None
CUST01549,APP001549,2022-03-06,Education Loan,398803,12,14.18,Home Purchase,Unemployed,96298,741,2568,0.3267,Rented,37,Other,2,City_33,Approved,None
CUST01550,APP001550,2022-03-06,Education Loan,58661,60,8.93,Education,Salaried,36311,778,5639,0.4553,Owned,30,Other,4,City_21,Approved,None
CUST01551,APP001551,2022-03-06,Personal Loan,257226,60,11.83,Travel,Self-Employed,91326,671,3745,0.341,Mortgaged,41,Male,2,City_21,Approved,None
CUST01552,APP001552,2022-03-06,Home Loan,140344,36,11.12,Debt Consolidation,Self-Employed,57743,663,2173,0.3376,Rented,34,Male,3,City_41,Fraudulent - Detected,Identity Theft
CUST01553,APP001553,2022-03-06,Business Loan,272549,36,13.76,Travel,Unemployed,89400,609,0,0.3,Mortgaged,47,Other,0,City_44,Declined,None
CUST01554,APP001554,2022-03-06,Car Loan,196008,48,7.71,Business,Self-Employed,88369,613,1387,0.3157,Rented,40,Male,0,City_29,Declined,None
CUST01555,APP001555,2022-03-06,Personal Loan,243359,36,12.83,Debt Consolidation,Student,70753,661,3541,0.35,Rented,36,Female,1,City_6,Approved,None
CUST01556,APP001556,2022-03-06,Personal Loan,459174,36,11.86,Business,Unemployed,72713,709,8830,0.4214,Owned,34,Female,4,City_2,Approved,None
CUST01557,APP001557,2022-03-06,Home Loan,371287,36,11.75,Debt Consolidation,Salaried,70565,753,4720,0.3669,Owned,36,Other,0,City_19,Approved,None
CUST01558,APP001558,2022-03-06,Education Loan,451067,120,13.63,Debt Consolidation,Student,10000,615,0,0.3,Owned,36,Male,2,City_31,Declined,None
CUST01559,APP001559,2022-03-06,Business Loan,59897,240,11.63,Travel,Self-Employed,62958,799,5391,0.3856,Owned,37,Other,1,City_25,Approved,None
CUST01560,APP001560,2022-03-06,Car Loan,308696,12,12.51,Travel,Student,32098,658,3189,0.3994,Rented,25,Male,1,City_2,Declined,None
CUST01561,APP001561,2022-03-07,Home Loan,445005,180,12.02,Medical,Retired,64279,678,7283,0.4133,Mortgaged,40,Female,4,City_36,Approved,None
CUST01562,APP001562,2022-03-07,Education Loan,525944,360,7.99,Business,Salaried,31426,620,0,0.3,Mortgaged,39,Male,1,City_4,Declined,None
CUST01563,APP001563,2022-03-07,Car Loan,67786,12,8.29,Medical,Student,30376,486,9844,0.6241,Mortgaged,26,Female,3,City_15,Declined,None
CUST01564,APP001564,2022-03-07,Car Loan,247277,240,9.87,Debt Consolidation,Self-Employed,100123,750,6788,0.3678,Mortgaged,40,Female,2,City_14,Approved,None
CUST01565,APP001565,2022-03-07,Home Loan,455134,180,12.23,Medical,Student,86736,738,4164,0.348,Owned,37,Female,1,City_19,Approved,None
CUST01566,APP001566,2022-03-07,Car Loan,271158,84,7.69,Education,Salaried,59896,657,0,0.3,Owned,29,Female,0,City_4,Approved,None
CUST01567,APP001567,2022-03-07,Education Loan,163437,84,12.91,Medical,Self-Employed,64619,685,0,0.3,Owned,44,Male,2,City_17,Approved,None
CUST01568,APP001568,2022-03-07,Personal Loan,67500,360,8.92,Debt Consolidation,Salaried,53802,721,7741,0.4439,Rented,51,Other,4,City_43,Approved,None
CUST01569,APP001569,2022-03-07,Education Loan,157694,120,11.42,Other,Salaried,74246,554,8212,0.4106,Rented,32,Male,1,City_44,Declined,None
CUST01570,APP001570,2022-03-07,Home Loan,50000,180,8.91,Home Purchase,Salaried,43098,637,9166,0.5127,Mortgaged,39,Other,2,City_30,Declined,None
CUST01571,APP001571,2022-03-07,Car Loan,308769,120,8.73,Education,Unemployed,84843,743,11669,0.4375,Owned,50,Female,0,City_44,Approved,None
CUST01572,APP001572,2022-03-07,Personal Loan,434446,12,9.84,Travel,Retired,53672,579,7996,0.449,Mortgaged,21,Female,1,City_17,Declined,None
CUST01573,APP001573,2022-03-07,Business Loan,110853,360,13.95,Education,Self-Employed,49503,703,6629,0.4339,Owned,56,Female,4,City_32,Approved,None
CUST01574,APP001574,2022-03-07,Education Loan,338659,48,9.16,Other,Self-Employed,60542,571,14553,0.5404,Owned,38,Female,4,City_34,Declined,None
CUST01575,APP001575,2022-03-07,Business Loan,426790,48,7.84,Home Purchase,Retired,45221,717,2818,0.3623,Owned,45,Male,4,City_15,Declined,None
CUST01576,APP001576,2022-03-07,Home Loan,299593,240,13.68,Home Purchase,Student,68217,677,4597,0.3674,Owned,21,Male,1,City_17,Approved,None
CUST01577,APP001577,2022-03-07,Home Loan,58395,240,10.57,Business,Self-Employed,46565,550,0,0.3,Rented,24,Female,1,City_31,Declined,None
CUST01578,APP001578,2022-03-07,Business Loan,357931,36,11.85,Debt Consolidation,Unemployed,71713,773,7497,0.4045,Mortgaged,28,Male,1,City_42,Approved,None
CUST01579,APP001579,2022-03-07,Personal Loan,291802,240,13.7,Business,Self-Employed,90400,621,4186,0.3463,Rented,27,Other,0,City_49,Declined,None
CUST01580,APP001580,2022-03-07,Car Loan,276524,60,12.79,Other,Salaried,42016,615,2519,0.36,Owned,21,Other,4,City_12,Declined,None
CUST01581,APP001581,2022-03-07,Business Loan,217974,84,13.08,Home Purchase,Student,56735,696,2602,0.3459,Rented,26,Other,2,City_48,Fraudulent - Detected,None
CUST01582,APP001582,2022-03-07,Personal Loan,313018,120,10.86,Travel,Salaried,71533,771,1820,0.3254,Owned,29,Male,2,City_33,Approved,None
CUST01583,APP001583,2022-03-07,Car Loan,376472,36,12.31,Education,Retired,49103,598,4324,0.3881,Mortgaged,23,Male,1,City_14,Declined,None
CUST01584,APP001584,2022-03-07,Business Loan,658597,48,14.25,Education,Salaried,71608,684,0,0.3,Owned,52,Male,4,City_18,Approved,None
CUST01585,APP001585,2022-03-08,Business Loan,316849,60,13.73,Education,Student,73884,714,0,0.3,Mortgaged,44,Male,4,City_15,Approved,None
CUST01586,APP001586,2022-03-08,Home Loan,526671,12,11.79,Business,Self-Employed,87081,735,571,0.3066,Mortgaged,30,Other,1,City_8,Approved,None
CUST01587,APP001587,2022-03-08,Home Loan,353663,180,8.1,Medical,Salaried,44850,694,2519,0.3562,Mortgaged,43,Other,0,City_23,Declined,None
CUST01588,APP001588,2022-03-08,Education Loan,285070,120,14.36,Education,Retired,36430,650,3144,0.3863,Rented,41,Female,2,City_4,Declined,None
CUST01589,APP001589,2022-03-08,Car Loan,322282,24,9.08,Home Purchase,Student,52310,613,0,0.3,Mortgaged,21,Female,2,City_37,Declined,None
CUST01590,APP001590,2022-03-08,Car Loan,116739,120,10.03,Business,Unemployed,35806,686,2939,0.3821,Mortgaged,42,Other,3,City_32,Fraudulent - Detected,Income Falsification
CUST01591,APP001591,2022-03-08,Car Loan,345879,240,8.48,Business,Unemployed,74112,594,1634,0.322,Owned,33,Female,1,City_28,Declined,None
CUST01592,APP001592,2022-03-08,Personal Loan,50000,60,8.67,Medical,Self-Employed,30956,446,8131,0.5627,Rented,44,Female,2,City_38,Declined,None
CUST01593,APP001593,2022-03-08,Business Loan,170600,84,13.07,Education,Self-Employed,118325,714,1400,0.3118,Rented,27,Other,2,City_18,Approved,None
CUST01594,APP001594,2022-03-08,Education Loan,316476,60,8.4,Education,Salaried,92398,752,9015,0.3976,Owned,43,Male,0,City_2,Approved,None
CUST01595,APP001595,2022-03-08,Car Loan,479097,12,8.83,Medical,Retired,60314,490,11967,0.4984,Rented,48,Male,1,City_24,Declined,None
CUST01596,APP001596,2022-03-08,Education Loan,514593,84,8.7,Business,Unemployed,81684,599,9667,0.4183,Mortgaged,41,Other,1,City_14,Fraudulent - Detected,Income Falsification
CUST01597,APP001597,2022-03-08,Personal Loan,264518,120,10.09,Debt Consolidation,Self-Employed,19079,729,1073,0.3562,Owned,21,Other,2,City_35,Declined,None
CUST01598,APP001598,2022-03-08,Home Loan,323357,60,12.36,Education,Student,123084,844,7077,0.3575,Owned,62,Female,2,City_48,Approved,None
CUST01599,APP001599,2022-03-08,Education Loan,447654,36,12.01,Business,Student,45244,681,1141,0.3252,Owned,43,Other,4,City_47,Declined,None
CUST01600,APP001600,2022-03-08,Business Loan,100575,84,12.57,Debt Consolidation,Student,56987,621,1697,0.3298,Mortgaged,35,Female,3,City_31,Declined,None
CUST01601,APP001601,2022-03-08,Personal Loan,360712,120,12.59,Travel,Student,13601,665,1966,0.4445,Owned,44,Other,2,City_1,Declined,None
CUST01602,APP001602,2022-03-08,Personal Loan,175816,360,7.52,Education,Unemployed,72157,789,5544,0.3768,Mortgaged,59,Female,1,City_27,Approved,None
CUST01603,APP001603,2022-03-08,Education Loan,274226,360,12.29,Medical,Self-Employed,32341,628,1504,0.3465,Mortgaged,23,Female,4,City_21,Declined,None
CUST01604,APP001604,2022-03-08,Car Loan,231146,240,12.29,Medical,Retired,62541,616,5154,0.3824,Owned,48,Female,0,City_39,Declined,None
CUST01605,APP001605,2022-03-08,Personal Loan,365303,120,7.93,Travel,Self-Employed,46393,641,10049,0.5166,Rented,36,Other,1,City_5,Declined,None
CUST01606,APP001606,2022-03-08,Home Loan,382545,36,10.49,Business,Self-Employed,33056,603,592,0.3179,Owned,34,Female,4,City_18,Declined,None
