customer_id,application_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,applicant_age,gender,number_of_dependents,residential_address,loan_status,fraud_type,avg_spend,total_spend,txn_count,past_fraud_count,high_risk_flag
CUST02249,APP002249,2022-04-04,Home Loan,225820,240,13.05,Business,Retired,71321,664,17518,0.5456,Mortgaged,24,Female,3,City_24,Approved,0,3099.9758333333334,74399.42,24,0,0
CUST02250,APP002250,2022-04-04,Personal Loan,181918,60,14.05,Other,Unemployed,53344,753,5080,0.3952,Owned,46,Male,2,City_9,Approved,0,2818.15875,45090.54,16,0,0
CUST02251,APP002251,2022-04-04,Business Loan,330290,12,14.2,Business,Retired,83149,669,1434,0.3172,Mortgaged,38,Male,3,City_13,Approved,0,3216.9139285714286,90073.59,28,0,0
CUST02252,APP002252,2022-04-04,Personal Loan,82880,240,8.38,Education,Self-Employed,27570,800,5103,0.4851,Rented,28,Female,1,City_27,Fraudulent - Undetected,Identity Theft,3634.1436363636367,39975.58,11,3,1
CUST02253,APP002253,2022-04-04,Home Loan,50000,360,11.87,Business,Salaried,119208,563,0,0.3,Owned,42,Female,3,City_2,Declined,0,2264.1222222222223,40754.2,18,0,0
CUST02254,APP002254,2022-04-04,Car Loan,231099,60,8.29,Medical,Student,81401,679,3311,0.3407,Mortgaged,39,Male,2,City_20,Approved,0,3073.6786666666667,46105.18,15,0,0
CUST02255,APP002255,2022-04-04,Home Loan,279892,12,13.96,Travel,Self-Employed,17899,579,11409,0.9374,Owned,31,Other,1,City_15,Declined,0,2673.4578260869566,61489.53,23,0,0
CUST02256,APP002256,2022-04-04,Home Loan,314164,240,14.19,Business,Self-Employed,42274,709,5837,0.4381,Mortgaged,57,Male,3,City_12,Declined,0,2992.885454545454,32921.74,11,0,0
CUST02257,APP002257,2022-04-05,Business Loan,207788,240,11.0,Debt Consolidation,Unemployed,80402,750,0,0.3,Rented,41,Female,2,City_2,Fraudulent - Undetected,Identity Theft,2828.0099999999998,19796.07,7,2,1
CUST02258,APP002258,2022-04-05,Car Loan,491092,360,14.22,Medical,Retired,89408,646,6625,0.3741,Mortgaged,27,Female,3,City_39,Declined,0,3084.49625,49351.94,16,0,0
CUST02259,APP002259,2022-04-05,Car Loan,75729,360,12.86,Travel,Salaried,28194,471,0,0.3,Mortgaged,41,Other,2,City_16,Declined,0,3284.46875,26275.75,8,0,0
CUST02260,APP002260,2022-04-05,Car Loan,129260,240,12.37,Debt Consolidation,Student,77825,695,0,0.3,Owned,36,Male,4,City_48,Approved,0,3377.5,74305.0,22,0,0
CUST02261,APP002261,2022-04-05,Education Loan,372995,84,11.57,Travel,Student,11316,714,8063,1.0125,Owned,26,Male,2,City_28,Declined,0,3078.4966666666664,36941.96,12,0,0
CUST02262,APP002262,2022-04-05,Home Loan,125752,360,10.35,Education,Unemployed,57766,712,1945,0.3337,Owned,35,Female,0,City_36,Approved,0,3307.9022222222225,29771.120000000003,9,0,0
CUST02263,APP002263,2022-04-05,Car Loan,119951,360,14.25,Business,Unemployed,87801,778,11293,0.4286,Owned,41,Male,3,City_23,Approved,0,3846.1195238095233,80768.51,21,0,0
CUST02264,APP002264,2022-04-05,Education Loan,318503,24,8.88,Travel,Student,46212,594,782,0.3169,Owned,28,Other,0,City_7,Declined,0,2674.2964705882355,45463.04,17,0,0
CUST02265,APP002265,2022-04-05,Business Loan,141971,120,13.12,Home Purchase,Student,22326,734,9910,0.7439,Rented,24,Other,4,City_15,Declined,0,3536.8633333333332,63663.54,18,0,0
CUST02266,APP002266,2022-04-05,Education Loan,280037,24,10.07,Education,Student,63655,775,11566,0.4817,Rented,24,Male,2,City_39,Approved,0,3443.836666666667,72320.57,21,0,0
CUST02267,APP002267,2022-04-05,Business Loan,195021,48,12.77,Other,Unemployed,44882,537,5622,0.4253,Mortgaged,24,Other,1,City_35,Declined,0,3760.9553571428573,105306.75,28,0,0
CUST02268,APP002268,2022-04-05,Personal Loan,170750,48,8.65,Debt Consolidation,Self-Employed,75738,705,3789,0.35,Owned,43,Male,1,City_3,Approved,0,3224.011428571429,90272.32,28,0,0
CUST02269,APP002269,2022-04-05,Home Loan,50000,360,10.11,Home Purchase,Self-Employed,37866,639,2598,0.3686,Rented,42,Female,2,City_47,Declined,0,2687.8921739130437,61821.520000000004,23,0,0
CUST02270,APP002270,2022-04-05,Education Loan,320934,120,14.12,Debt Consolidation,Retired,40684,673,2848,0.37,Mortgaged,28,Female,4,City_42,Declined,0,2805.871724137931,81370.28,29,0,0
CUST02271,APP002271,2022-04-05,Business Loan,112921,84,11.4,Business,Salaried,10000,707,0,0.3,Mortgaged,35,Female,2,City_49,Declined,0,2722.7450000000003,16336.470000000001,6,0,0
CUST02272,APP002272,2022-04-05,Personal Loan,274763,360,10.94,Other,Self-Employed,64248,641,7562,0.4177,Owned,24,Male,1,City_25,Fraudulent - Undetected,Identity Theft,3330.1735294117643,56612.95,17,4,1
CUST02273,APP002273,2022-04-05,Car Loan,223184,120,12.76,Home Purchase,Student,55977,625,7422,0.4326,Owned,31,Female,1,City_45,Declined,0,3332.75,63322.25,19,0,0
CUST02274,APP002274,2022-04-05,Personal Loan,269023,84,10.42,Education,Unemployed,30290,682,4082,0.4348,Rented,31,Female,1,City_40,Fraudulent - Detected,Income Falsification,2944.0063636363634,64768.14,22,9,1
CUST02275,APP002275,2022-04-05,Car Loan,277548,12,10.95,Medical,Student,64844,593,5119,0.3789,Owned,40,Female,2,City_36,Declined,0,3552.684705882353,60395.64,17,0,0
CUST02276,APP002276,2022-04-05,Business Loan,329044,48,11.42,Travel,Student,85676,593,3184,0.3372,Mortgaged,49,Male,4,City_35,Declined,0,2875.3593103448275,83385.42,29,0,0
CUST02277,APP002277,2022-04-05,Home Loan,190836,36,14.43,Business,Student,54610,734,134,0.3025,Rented,27,Other,4,City_10,Approved,0,2907.3905,58147.81,20,0,0
CUST02278,APP002278,2022-04-05,Personal Loan,486404,120,13.14,Travel,Salaried,66704,588,0,0.3,Rented,29,Male,4,City_13,Declined,0,3034.362,75859.05,25,0,0
CUST02279,APP002279,2022-04-05,Business Loan,50000,120,7.78,Other,Salaried,66832,733,2726,0.3408,Owned,40,Male,1,City_24,Approved,0,3630.9147368421054,68987.38,19,0,0
CUST02280,APP002280,2022-04-05,Business Loan,266011,48,12.99,Education,Unemployed,29891,717,3429,0.4147,Rented,23,Female,3,City_5,Declined,0,3473.245384615385,45152.19,13,0,0
CUST02281,APP002281,2022-04-06,Business Loan,425434,120,11.02,Travel,Salaried,111414,541,9621,0.3864,Mortgaged,28,Other,2,City_17,Declined,0,2998.241111111111,26984.17,9,0,0
CUST02282,APP002282,2022-04-06,Car Loan,371515,48,9.11,Home Purchase,Student,48228,625,7673,0.4591,Mortgaged,46,Other,1,City_25,Declined,0,3635.48,43625.76,12,0,0
CUST02283,APP002283,2022-04-06,Home Loan,153774,240,13.47,Travel,Salaried,76402,775,11161,0.4461,Owned,50,Other,4,City_13,Approved,0,3213.050416666667,77113.21,24,0,0
CUST02284,APP002284,2022-04-06,Personal Loan,178763,36,9.39,Travel,Unemployed,79230,601,7760,0.3979,Rented,28,Other,2,City_38,Declined,0,3489.59380952381,73281.47,21,0,0
CUST02285,APP002285,2022-04-06,Car Loan,148981,360,9.74,Business,Salaried,56510,642,0,0.3,Owned,29,Male,4,City_13,Fraudulent - Detected,0,2134.5668181818182,46960.47,22,7,1
CUST02286,APP002286,2022-04-06,Home Loan,389884,24,7.94,Business,Self-Employed,75169,716,0,0.3,Owned,44,Female,0,City_12,Approved,0,2743.5255555555555,24691.73,9,0,0
CUST02287,APP002287,2022-04-06,Home Loan,189011,60,14.34,Business,Unemployed,66145,742,759,0.3115,Mortgaged,47,Other,1,City_29,Approved,0,3608.802962962963,97437.68000000001,27,0,0
CUST02288,APP002288,2022-04-06,Car Loan,338268,240,13.07,Debt Consolidation,Student,24559,659,3589,0.4461,Mortgaged,34,Female,4,City_47,Declined,0,2380.858,11904.29,5,0,0
CUST02289,APP002289,2022-04-06,Personal Loan,339645,36,8.54,Other,Self-Employed,51693,632,1895,0.3367,Owned,30,Female,0,City_12,Declined,0,3377.5193103448273,97948.06,29,0,0
CUST02290,APP002290,2022-04-06,Car Loan,655259,12,10.93,Home Purchase,Student,44686,793,7768,0.4738,Mortgaged,43,Other,4,City_25,Approved,0,3386.0820000000003,50791.23,15,0,0
CUST02291,APP002291,2022-04-06,Home Loan,346987,240,9.86,Home Purchase,Retired,48456,819,9714,0.5005,Rented,41,Other,1,City_29,Approved,0,2746.8142857142857,19227.7,7,0,0
CUST02292,APP002292,2022-04-06,Personal Loan,178328,60,7.73,Business,Unemployed,27399,758,166,0.3061,Rented,37,Male,3,City_3,Approved,0,2941.6386206896555,85307.52,29,0,0
CUST02293,APP002293,2022-04-06,Business Loan,80977,24,13.99,Education,Salaried,88160,686,0,0.3,Owned,55,Male,4,City_32,Approved,0,3946.2285714285717,27623.600000000002,7,0,0
CUST02294,APP002294,2022-04-06,Business Loan,258622,84,13.38,Other,Retired,100049,615,11577,0.4157,Owned,40,Male,4,City_44,Declined,0,2873.1526315789474,54589.9,19,0,0
CUST02295,APP002295,2022-04-06,Education Loan,282137,36,14.41,Education,Student,84450,613,5925,0.3702,Owned,26,Other,0,City_21,Declined,0,3311.8933333333334,29807.04,9,0,0
CUST02296,APP002296,2022-04-06,Education Loan,50000,240,9.2,Home Purchase,Retired,91763,721,2858,0.3311,Rented,41,Female,1,City_41,Approved,0,3261.214285714286,22828.5,7,0,0
CUST02297,APP002297,2022-04-06,Business Loan,192921,36,12.4,Home Purchase,Student,51384,713,11326,0.5204,Mortgaged,30,Female,4,City_7,Approved,0,3323.774230769231,86418.13,26,0,0
CUST02298,APP002298,2022-04-06,Car Loan,344602,24,8.33,Business,Retired,44093,792,9980,0.5263,Owned,35,Other,2,City_3,Fraudulent - Detected,Income Falsification,3935.9907999999996,98399.76999999999,25,5,1
CUST02299,APP002299,2022-04-06,Education Loan,220146,36,10.52,Education,Self-Employed,40535,732,2633,0.365,Owned,45,Female,1,City_8,Declined,0,3322.2340000000004,83055.85,25,0,0
CUST02300,APP002300,2022-04-06,Education Loan,445293,84,13.43,Other,Self-Employed,76101,559,8481,0.4114,Mortgaged,46,Other,0,City_7,Declined,0,3272.5307692307692,85085.8,26,0,0
CUST02301,APP002301,2022-04-06,Personal Loan,66246,36,7.56,Debt Consolidation,Unemployed,65676,764,9609,0.4463,Rented,21,Female,0,City_16,Approved,0,2745.853846153846,71392.2,26,0,0
CUST02302,APP002302,2022-04-06,Car Loan,401532,240,10.86,Travel,Unemployed,58069,600,8354,0.4439,Rented,31,Male,0,City_21,Declined,0,3432.9884210526316,65226.78,19,0,0
CUST02303,APP002303,2022-04-06,Car Loan,437083,240,10.54,Home Purchase,Self-Employed,92378,649,10072,0.409,Owned,32,Male,1,City_15,Fraudulent - Detected,Income Falsification,2771.187142857143,38796.62,14,2,1
CUST02304,APP002304,2022-04-06,Car Loan,443474,240,12.34,Business,Retired,70123,700,1201,0.3171,Owned,37,Female,1,City_37,Approved,0,4316.014166666667,51792.17,12,0,0
CUST02305,APP002305,2022-04-07,Personal Loan,65121,24,9.17,Education,Unemployed,39033,839,5104,0.4308,Owned,28,Female,4,City_30,Approved,0,4131.211428571429,57836.96,14,0,0
CUST02306,APP002306,2022-04-07,Education Loan,347182,120,8.71,Medical,Unemployed,42977,900,11581,0.5695,Rented,34,Male,0,City_46,Approved,0,3285.0960869565215,75557.20999999999,23,0,0
CUST02307,APP002307,2022-04-07,Personal Loan,199686,24,12.05,Business,Self-Employed,77049,728,3440,0.3446,Mortgaged,36,Other,0,City_28,Approved,0,3447.695882352941,58610.83,17,0,0
CUST02308,APP002308,2022-04-07,Business Loan,89078,12,11.99,Education,Retired,86043,665,2419,0.3281,Owned,21,Male,1,City_7,Fraudulent - Detected,Identity Theft,2548.8735714285713,35684.229999999996,14,4,1
CUST02309,APP002309,2022-04-07,Home Loan,237919,60,12.76,Education,Unemployed,73792,722,5444,0.3738,Owned,35,Male,1,City_29,Approved,0,2570.4892857142854,71973.7,28,0,0
CUST02310,APP002310,2022-04-07,Business Loan,164253,180,9.23,Debt Consolidation,Self-Employed,107422,751,0,0.3,Rented,47,Other,2,City_32,Approved,0,2814.833043478261,64741.16,23,0,0
CUST02311,APP002311,2022-04-07,Business Loan,438112,36,7.61,Business,Retired,100875,654,6305,0.3625,Mortgaged,25,Male,0,City_21,Approved,0,2717.7766666666666,57073.31,21,0,0
CUST02312,APP002312,2022-04-07,Education Loan,376959,120,13.65,Other,Salaried,71025,823,0,0.3,Mortgaged,39,Male,1,City_8,Approved,0,3127.685217391304,71936.76,23,0,0
CUST02313,APP002313,2022-04-07,Education Loan,127133,84,8.94,Education,Salaried,39035,698,10067,0.5579,Mortgaged,38,Male,1,City_47,Approved,0,3573.53875,57176.62,16,0,0
CUST02314,APP002314,2022-04-07,Home Loan,191366,12,10.43,Medical,Salaried,27250,719,0,0.3,Mortgaged,21,Other,4,City_48,Declined,0,2011.5833333333333,18104.25,9,0,0
CUST02315,APP002315,2022-04-07,Education Loan,242895,120,10.78,Debt Consolidation,Student,50315,733,8396,0.4669,Owned,34,Female,0,City_6,Fraudulent - Detected,0,2899.9585714285713,20299.71,7,2,1
CUST02316,APP002316,2022-04-07,Car Loan,289139,36,8.81,Other,Self-Employed,78830,713,2081,0.3264,Rented,36,Male,2,City_30,Approved,0,3029.786666666667,36357.44,12,0,0
CUST02317,APP002317,2022-04-07,Business Loan,450956,48,11.15,Education,Self-Employed,105666,747,769,0.3073,Rented,50,Other,1,City_3,Approved,0,3031.5985714285716,63663.57,21,0,0
CUST02318,APP002318,2022-04-07,Home Loan,403617,360,13.9,Education,Retired,70436,630,5104,0.3725,Mortgaged,34,Other,4,City_15,Declined,0,2468.527777777778,22216.75,9,0,0
CUST02319,APP002319,2022-04-07,Home Loan,307708,24,9.4,Debt Consolidation,Student,89218,635,6197,0.3695,Owned,41,Female,4,City_28,Declined,0,3457.42,20744.52,6,0,0
CUST02320,APP002320,2022-04-07,Education Loan,260902,12,11.14,Other,Salaried,53867,591,5368,0.3997,Owned,30,Male,3,City_16,Declined,0,3019.9081818181817,33218.99,11,0,0
CUST02321,APP002321,2022-04-07,Home Loan,50000,60,9.66,Education,Unemployed,75569,715,6359,0.3841,Rented,40,Male,0,City_29,Approved,0,3342.121666666667,60158.19,18,0,0
CUST02322,APP002322,2022-04-07,Home Loan,493799,84,14.37,Travel,Student,80583,742,7764,0.3963,Mortgaged,46,Female,4,City_28,Approved,0,3144.252727272727,34586.78,11,0,0
CUST02323,APP002323,2022-04-07,Car Loan,232935,24,9.04,Medical,Self-Employed,10510,716,0,0.3,Rented,21,Female,2,City_5,Declined,0,2802.614117647059,47644.44,17,0,0
CUST02324,APP002324,2022-04-07,Business Loan,533226,360,8.27,Debt Consolidation,Salaried,49664,813,5540,0.4115,Rented,39,Female,0,City_30,Approved,0,2901.824285714286,20312.77,7,0,0
CUST02325,APP002325,2022-04-07,Home Loan,329416,84,8.5,Business,Retired,83742,679,0,0.3,Mortgaged,43,Female,2,City_12,Approved,0,3621.6589285714285,101406.45,28,0,0
CUST02326,APP002326,2022-04-07,Home Loan,603792,84,10.07,Education,Unemployed,66861,733,0,0.3,Mortgaged,36,Female,4,City_41,Approved,0,3338.7913636363637,73453.41,22,0,0
CUST02327,APP002327,2022-04-07,Home Loan,390948,180,11.37,Travel,Retired,30087,592,598,0.3199,Rented,40,Female,0,City_2,Declined,0,2825.99,31085.89,11,0,0
CUST02328,APP002328,2022-04-07,Personal Loan,85197,180,12.18,Business,Salaried,10000,649,0,0.3,Mortgaged,45,Female,4,City_22,Fraudulent - Detected,Income Falsification,4047.2976923076926,52614.87,13,4,1
CUST02329,APP002329,2022-04-08,Car Loan,207837,84,11.44,Education,Student,50855,735,4955,0.3974,Mortgaged,24,Male,4,City_37,Approved,0,3153.0049999999997,75672.12,24,0,0
CUST02330,APP002330,2022-04-08,Business Loan,274629,120,13.84,Education,Salaried,58210,747,0,0.3,Mortgaged,41,Female,4,City_15,Approved,0,3721.4669999999996,74429.34,20,0,0
CUST02331,APP002331,2022-04-08,Personal Loan,168932,48,10.02,Other,Self-Employed,37901,656,6620,0.4747,Owned,49,Other,1,City_18,Approved,0,3259.2157142857145,22814.510000000002,7,0,0
CUST02332,APP002332,2022-04-08,Home Loan,243440,60,12.49,Travel,Student,63577,674,11075,0.4742,Mortgaged,33,Other,1,City_5,Approved,0,2440.327222222222,43925.89,18,0,0
CUST02333,APP002333,2022-04-08,Education Loan,94959,84,9.38,Home Purchase,Self-Employed,72659,558,11259,0.455,Rented,31,Female,2,City_33,Declined,0,3068.6257142857144,42960.76,14,0,0
CUST02334,APP002334,2022-04-08,Home Loan,300858,84,12.27,Travel,Unemployed,76767,651,635,0.3083,Rented,31,Male,1,City_44,Approved,0,3869.77,42567.47,11,0,0
CUST02335,APP002335,2022-04-08,Car Loan,335611,36,13.98,Business,Student,10000,751,251,0.3251,Owned,40,Male,2,City_3,Declined,0,2128.8723529411764,36190.83,17,0,0
CUST02336,APP002336,2022-04-08,Home Loan,149383,240,14.35,Debt Consolidation,Unemployed,27142,726,8125,0.5994,Rented,52,Female,1,City_29,Fraudulent - Detected,0,2198.7555,43975.11,20,4,1
CUST02337,APP002337,2022-04-08,Education Loan,591038,48,12.61,Debt Consolidation,Retired,52384,720,5226,0.3998,Rented,58,Other,4,City_34,Approved,0,3295.960909090909,72511.14,22,0,0
CUST02338,APP002338,2022-04-08,Personal Loan,309526,180,14.1,Home Purchase,Student,74304,683,4703,0.3633,Mortgaged,53,Other,1,City_8,Approved,0,3027.9888,75699.72,25,0,0
CUST02339,APP002339,2022-04-08,Car Loan,177488,48,12.26,Debt Consolidation,Salaried,72230,680,0,0.3,Rented,34,Female,3,City_27,Approved,0,2681.0285714285715,75068.8,28,0,0
CUST02340,APP002340,2022-04-08,Personal Loan,55569,84,14.24,Home Purchase,Student,71796,627,5481,0.3763,Rented,29,Female,4,City_45,Declined,0,3661.1982608695653,84207.56,23,0,0
CUST02341,APP002341,2022-04-08,Education Loan,308991,12,13.79,Travel,Retired,50414,735,8460,0.4678,Mortgaged,22,Male,3,City_28,Approved,0,3039.921923076923,79037.97,26,0,0
CUST02342,APP002342,2022-04-08,Business Loan,260926,24,8.25,Education,Unemployed,51809,713,1909,0.3368,Owned,42,Female,4,City_7,Approved,0,3323.769333333333,49856.54,15,0,0
CUST02343,APP002343,2022-04-08,Personal Loan,417456,84,10.82,Other,Self-Employed,41791,719,6855,0.464,Owned,65,Female,1,City_6,Declined,0,3170.7244444444445,57073.04,18,0,0
CUST02344,APP002344,2022-04-08,Personal Loan,278494,36,9.93,Other,Salaried,79204,637,5638,0.3712,Mortgaged,40,Other,0,City_6,Declined,0,3173.3385185185184,85680.14,27,0,0
CUST02345,APP002345,2022-04-08,Home Loan,120942,120,7.69,Education,Unemployed,36987,507,2388,0.3646,Mortgaged,41,Male,2,City_22,Declined,0,3510.2773333333334,52654.16,15,0,0
CUST02346,APP002346,2022-04-08,Car Loan,550607,12,10.77,Home Purchase,Salaried,81250,767,4795,0.359,Owned,37,Male,4,City_23,Approved,0,2888.0635294117646,49097.08,17,0,0
CUST02347,APP002347,2022-04-08,Car Loan,365343,36,8.54,Other,Salaried,65196,641,813,0.3125,Owned,43,Male,0,City_28,Declined,0,4064.6114285714284,56904.56,14,0,0
CUST02348,APP002348,2022-04-08,Business Loan,261883,36,7.76,Education,Salaried,58873,610,8423,0.4431,Owned,31,Other,0,City_26,Declined,0,2639.6821739130437,60712.69,23,0,0
CUST02349,APP002349,2022-04-08,Business Loan,324695,12,10.62,Home Purchase,Unemployed,43582,735,881,0.3202,Owned,41,Other,1,City_33,Fraudulent - Detected,Identity Theft,3534.5103703703703,95431.78,27,10,1
CUST02350,APP002350,2022-04-08,Personal Loan,371106,48,9.13,Debt Consolidation,Unemployed,26111,648,2608,0.3999,Owned,35,Male,4,City_45,Fraudulent - Undetected,Income Falsification,3669.281176470588,62377.78,17,7,1
CUST02351,APP002351,2022-04-08,Business Loan,85671,180,14.05,Debt Consolidation,Salaried,43808,764,8610,0.4965,Owned,42,Female,0,City_24,Approved,0,2995.229565217391,68890.28,23,0,0
CUST02352,APP002352,2022-04-08,Car Loan,323654,120,13.19,Medical,Unemployed,51749,729,2906,0.3562,Owned,37,Female,2,City_15,Approved,0,2766.0333333333333,16596.2,6,0,0
CUST02353,APP002353,2022-04-09,Car Loan,232481,120,14.19,Medical,Retired,10000,734,1256,0.4256,Owned,43,Other,3,City_11,Declined,0,3109.630833333333,37315.57,12,0,0
CUST02354,APP002354,2022-04-09,Personal Loan,376094,60,13.67,Debt Consolidation,Student,55066,570,5734,0.4041,Rented,28,Other,1,City_41,Declined,0,3318.8858333333333,39826.63,12,0,0
CUST02355,APP002355,2022-04-09,Personal Loan,188972,48,12.6,Business,Salaried,83108,776,12181,0.4466,Mortgaged,48,Male,1,City_21,Fraudulent - Undetected,0,3681.058947368421,69940.12,19,6,1
CUST02356,APP002356,2022-04-09,Education Loan,209294,360,11.68,Debt Consolidation,Student,74180,700,9656,0.4302,Rented,47,Female,1,City_22,Approved,0,3303.59,19821.54,6,0,0
CUST02357,APP002357,2022-04-09,Car Loan,549430,84,7.96,Debt Consolidation,Salaried,47594,650,7440,0.4563,Owned,35,Male,2,City_35,Declined,0,2636.096551724138,76446.8,29,0,0
CUST02358,APP002358,2022-04-09,Business Loan,484636,24,9.36,Medical,Retired,61173,691,8976,0.4467,Mortgaged,32,Other,1,City_12,Approved,0,3107.7608333333333,37293.13,12,0,0
CUST02359,APP002359,2022-04-09,Education Loan,50000,12,12.48,Travel,Self-Employed,46095,537,7065,0.4533,Mortgaged,25,Female,2,City_13,Declined,0,3258.7347826086952,74950.9,23,0,0
CUST02360,APP002360,2022-04-09,Home Loan,473514,120,10.31,Education,Unemployed,63719,712,5914,0.3928,Mortgaged,26,Other,0,City_35,Fraudulent - Detected,0,2666.8921428571425,74672.98,28,7,1
CUST02361,APP002361,2022-04-09,Business Loan,288952,48,9.78,Education,Self-Employed,98502,597,8656,0.3879,Rented,34,Other,4,City_40,Declined,0,2991.875625,47870.01,16,0,0
CUST02362,APP002362,2022-04-09,Home Loan,193772,120,8.23,Business,Retired,84212,571,6388,0.3759,Mortgaged,39,Other,0,City_24,Fraudulent - Detected,Income Falsification,2433.674,12168.369999999999,5,1,1
CUST02363,APP002363,2022-04-09,Education Loan,148923,84,7.99,Other,Salaried,73019,558,4786,0.3655,Owned,40,Male,4,City_3,Declined,0,3005.0275,72120.66,24,0,0
CUST02364,APP002364,2022-04-09,Car Loan,157632,240,8.97,Medical,Self-Employed,47677,769,5745,0.4205,Mortgaged,55,Female,1,City_24,Approved,0,2374.4418181818182,26118.86,11,0,0
CUST02365,APP002365,2022-04-09,Car Loan,198009,360,13.34,Business,Unemployed,78748,629,6328,0.3804,Owned,32,Male,0,City_36,Declined,0,3320.5079310344827,96294.73,29,0,0
CUST02366,APP002366,2022-04-09,Home Loan,130930,84,12.14,Education,Student,17828,802,6225,0.6492,Rented,31,Other,2,City_13,Declined,0,3805.5415000000003,76110.83,20,0,0
CUST02367,APP002367,2022-04-09,Car Loan,96810,36,9.89,Home Purchase,Student,53691,637,6459,0.4203,Owned,37,Other,1,City_27,Declined,0,3294.0135999999998,82350.34,25,0,0
CUST02368,APP002368,2022-04-09,Personal Loan,143942,120,7.93,Medical,Student,74592,543,1052,0.3141,Rented,28,Female,0,City_10,Declined,0,2633.295,42132.72,16,0,0
CUST02369,APP002369,2022-04-09,Education Loan,348509,240,8.82,Debt Consolidation,Unemployed,78510,590,4172,0.3531,Rented,53,Male,0,City_41,Declined,0,3060.4066666666668,64268.54,21,0,0
CUST02370,APP002370,2022-04-09,Business Loan,307513,360,10.65,Travel,Student,76747,778,0,0.3,Rented,55,Male,2,City_23,Approved,0,3438.9080000000004,34389.08,10,0,0
CUST02371,APP002371,2022-04-09,Education Loan,383378,84,8.57,Other,Student,67370,667,6050,0.3898,Owned,45,Female,2,City_49,Approved,0,2967.8333333333335,17807.0,6,0,0
CUST02372,APP002372,2022-04-09,Home Loan,290044,120,12.84,Home Purchase,Retired,55106,636,6376,0.4157,Rented,47,Other,0,City_39,Declined,0,2516.5906666666665,37748.86,15,0,0
CUST02373,APP002373,2022-04-09,Home Loan,103998,180,13.02,Home Purchase,Self-Employed,73449,692,10272,0.4399,Owned,36,Male,2,City_12,Approved,0,3574.193,71483.86,20,0,0
CUST02374,APP002374,2022-04-09,Car Loan,374166,48,8.46,Medical,Retired,36178,720,6201,0.4714,Mortgaged,44,Female,3,City_18,Declined,0,2628.6020000000003,65715.05,25,0,0
CUST02375,APP002375,2022-04-09,Home Loan,149296,60,12.59,Debt Consolidation,Retired,38883,769,3518,0.3905,Mortgaged,50,Female,3,City_46,Approved,0,3008.998333333333,18053.989999999998,6,0,0
CUST02376,APP002376,2022-04-09,Business Loan,396992,48,11.09,Debt Consolidation,Unemployed,61543,795,3314,0.3538,Owned,34,Male,2,City_19,Approved,0,2932.4005263157896,55715.61,19,0,0
CUST02377,APP002377,2022-04-10,Education Loan,125111,12,14.24,Home Purchase,Retired,64329,651,7582,0.4179,Mortgaged,52,Male,0,City_38,Approved,0,3672.0705000000003,73441.41,20,0,0
CUST02378,APP002378,2022-04-10,Business Loan,196878,84,13.01,Other,Salaried,14359,573,2275,0.4584,Owned,37,Male,2,City_2,Declined,0,3416.0725,40992.87,12,0,0
CUST02379,APP002379,2022-04-10,Education Loan,245791,120,11.6,Other,Salaried,71378,646,5613,0.3786,Mortgaged,37,Male,2,City_41,Declined,0,2420.328571428571,16942.3,7,0,0
CUST02380,APP002380,2022-04-10,Car Loan,401160,24,11.73,Other,Salaried,79318,700,8814,0.4111,Owned,29,Male,4,City_4,Approved,0,2957.4095454545454,65063.01,22,0,0
CUST02381,APP002381,2022-04-10,Home Loan,326399,84,8.75,Debt Consolidation,Student,58067,602,13099,0.5256,Owned,40,Male,3,City_41,Fraudulent - Detected,0,4804.652857142857,67265.14,14,7,1
CUST02382,APP002382,2022-04-10,Education Loan,303000,24,13.76,Business,Retired,119361,603,9622,0.3806,Owned,49,Other,1,City_32,Declined,0,2784.45,22275.6,8,0,0
CUST02383,APP002383,2022-04-10,Personal Loan,582850,360,11.41,Business,Retired,42926,707,2898,0.3675,Rented,21,Male,1,City_19,Declined,0,3835.666190476191,80548.99,21,0,0
CUST02384,APP002384,2022-04-10,Personal Loan,50000,60,11.52,Debt Consolidation,Student,50972,676,2014,0.3395,Rented,41,Male,1,City_33,Approved,0,2943.234,29432.34,10,0,0
CUST02385,APP002385,2022-04-10,Personal Loan,144243,12,11.53,Debt Consolidation,Retired,50123,682,7520,0.45,Mortgaged,45,Female,2,City_24,Fraudulent - Detected,Identity Theft,3177.189375,50835.03,16,4,1
CUST02386,APP002386,2022-04-10,Personal Loan,137821,36,9.43,Education,Student,58095,619,4144,0.3713,Owned,39,Other,1,City_42,Fraudulent - Detected,0,4409.5254545454545,48504.78,11,2,1
CUST02387,APP002387,2022-04-10,Business Loan,50000,48,13.18,Travel,Unemployed,51781,661,0,0.3,Mortgaged,21,Female,4,City_25,Approved,0,3310.7409999999995,66214.81999999999,20,0,0
CUST02388,APP002388,2022-04-10,Home Loan,192072,48,13.54,Business,Self-Employed,24829,606,15369,0.919,Rented,24,Male,2,City_45,Declined,0,3045.1427272727274,33496.57,11,0,0
